recordID,countyName,stateAbbreviation,imageLocation
0995dbcf-dd08-4043-80d2-d9c75a4f89ef,EOG_McMullen,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_mcmullen/0995/0995dbcf-dd08-4043-80d2-d9c75a4f89ef.pdf
09c0f120-3e83-4b0d-ac8a-90b9699ed5d3,EOG_Gonzales,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_gonzales/09c0/09c0f120-3e83-4b0d-ac8a-90b9699ed5d3.pdf
09c525c2-76a9-428f-91e3-7f3839ba7570,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/09c5/09c525c2-76a9-428f-91e3-7f3839ba7570.pdf
09dcff10-feb3-415a-a1cb-0634dc2bc15d,EOG_Cooke,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_cooke/09dc/09dcff10-feb3-415a-a1cb-0634dc2bc15d.pdf
09dfdc3e-55af-43ec-8314-98f37311488b,CHD_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/chd_lea/09df/09dfdc3e-55af-43ec-8314-98f37311488b.pdf
09faa9eb-ffaf-4f82-9d02-53ceaa5fcabc,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/09fa/09faa9eb-ffaf-4f82-9d02-53ceaa5fcabc.pdf
09fe0155-74f3-43d4-b03b-9d66070e605a,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/09fe/09fe0155-74f3-43d4-b03b-9d66070e605a.pdf
0a16ed29-7d77-400c-a815-592624ca66af,EOG_Karnes,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_karnes/0a16/0a16ed29-7d77-400c-a815-592624ca66af.pdf
0a44eb29-ed48-436f-bf9b-23785137c1a1,EOG_Atascosa,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_atascosa/0a44/0a44eb29-ed48-436f-bf9b-23785137c1a1.pdf
0a4acb65-3e92-4be2-a26a-98af6b7759b8,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/0a4a/0a4acb65-3e92-4be2-a26a-98af6b7759b8.pdf
0aa11488-4698-4ca8-9d42-95260359cf9e,Crane,TX,s3://enverus-courthouse-prod-chd-plants/tx/crane/0aa1/0aa11488-4698-4ca8-9d42-95260359cf9e.pdf
0aac3e82-b942-4b05-87c4-67086d3df258,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/0aac/0aac3e82-b942-4b05-87c4-67086d3df258.pdf
0ac3a4ac-7389-4eb9-8f87-f34b4abb96b8,EOG_Karnes,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_karnes/0ac3/0ac3a4ac-7389-4eb9-8f87-f34b4abb96b8.pdf
0ac7809e-2274-4fae-9700-57676b1786ac,EOG_Atascosa,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_atascosa/0ac7/0ac7809e-2274-4fae-9700-57676b1786ac.pdf
0ad504e1-f834-4ac9-af86-5188070b8dfc,Crane,TX,s3://enverus-courthouse-prod-chd-plants/tx/crane/0ad5/0ad504e1-f834-4ac9-af86-5188070b8dfc.pdf
0b33a7fa-4462-4177-8a66-21f42240d5b4,EOG_McMullen,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_mcmullen/0b33/0b33a7fa-4462-4177-8a66-21f42240d5b4.pdf
0b372c6e-ae51-4b96-b1de-2372f7a5eb2a,EOG_LaSalle,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_lasalle/0b37/0b372c6e-ae51-4b96-b1de-2372f7a5eb2a.pdf
0b3ca2bc-1cec-4cf2-83ad-e19aa9ce81cd,EOG_Gonzales,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_gonzales/0b3c/0b3ca2bc-1cec-4cf2-83ad-e19aa9ce81cd.pdf
0b8a3eb2-c124-4dec-af9e-22aabfff1b9c,Nueces,TX,s3://enverus-courthouse-prod-chd-plants/tx/nueces/0b8a/0b8a3eb2-c124-4dec-af9e-22aabfff1b9c.pdf
0ba1480d-3962-4d01-b78a-e827f9ee70c5,EOG_Karnes,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_karnes/0ba1/0ba1480d-3962-4d01-b78a-e827f9ee70c5.pdf
0BC49B39-F45D-46B1-A603-E05BD4483F9F,TRAINING_Jack,TX,s3://enverus-courthouse-prod-chd-plants/tx/training_jack/0BC4/0BC49B39-F45D-46B1-A603-E05BD4483F9F.pdf
0be50402-cd38-4bec-9214-93b3ec0f4c08,EOG_Cooke,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_cooke/0be5/0be50402-cd38-4bec-9214-93b3ec0f4c08.pdf
0c2f640e-d1de-496f-a975-89c01adf74b5,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/0c2f/0c2f640e-d1de-496f-a975-89c01adf74b5.pdf
0c33c83e-43f8-437f-8a44-17549e0e1039,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/0c33/0c33c83e-43f8-437f-8a44-17549e0e1039.pdf
0c5f585d-e54f-446c-bfe6-f87040ea9885,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/0c5f/0c5f585d-e54f-446c-bfe6-f87040ea9885.pdf
0c60f559-1393-419b-842d-fad484ec3897,EOG_Gonzales,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_gonzales/0c60/0c60f559-1393-419b-842d-fad484ec3897.pdf
0c62e555-6db3-4e90-8dc5-7eb9404fba9a,EOG_McMullen,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_mcmullen/0c62/0c62e555-6db3-4e90-8dc5-7eb9404fba9a.pdf
0cbfe6c0-8474-493a-9603-7578d526b62a,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/0cbf/0cbfe6c0-8474-493a-9603-7578d526b62a.pdf
0cc8137a-34bb-4086-80cb-2096a79b2d0f,EOG_Karnes,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_karnes/0cc8/0cc8137a-34bb-4086-80cb-2096a79b2d0f.pdf
0ce0a24d-a56d-4c0e-b82f-f80b4614c9e0,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/0ce0/0ce0a24d-a56d-4c0e-b82f-f80b4614c9e0.pdf
0CE9E695-7F2E-4628-BB1A-6EDFAF7C3D95,TRAINING_Crockett,TX,s3://enverus-courthouse-prod-chd-plants/tx/training_crockett/0CE9/0CE9E695-7F2E-4628-BB1A-6EDFAF7C3D95.pdf
0d1e0190-6ad0-492e-b0a4-19d2cef38b1d,EOG_Cooke,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_cooke/0d1e/0d1e0190-6ad0-492e-b0a4-19d2cef38b1d.pdf
0d2341f8-db9b-4fdf-836d-50469f9e3f6e,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/0d23/0d2341f8-db9b-4fdf-836d-50469f9e3f6e.pdf
0d662ae8-c7b9-4bf0-ad36-8f72eee2b312,EOG_Cooke,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_cooke/0d66/0d662ae8-c7b9-4bf0-ad36-8f72eee2b312.pdf
0d6f8f76-9356-4a3d-b721-ea5272f01f4c,EOG_Karnes,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_karnes/0d6f/0d6f8f76-9356-4a3d-b721-ea5272f01f4c.pdf
0d78a09a-1973-408b-aca3-ed2bb153f575,CHD_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/chd_lea/0d78/0d78a09a-1973-408b-aca3-ed2bb153f575.pdf
0d8380fa-bb09-4acf-bb88-ddf35ed3d39e,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/0d83/0d8380fa-bb09-4acf-bb88-ddf35ed3d39e.pdf
0DAB0FB3-B767-4F82-AFF3-63825E130704,TRAINING_Eddy,NM,s3://enverus-courthouse-prod-chd-plants/nm/training_eddy/0DAB/0DAB0FB3-B767-4F82-AFF3-63825E130704.pdf
0dc760d4-d1d8-44b4-b911-22e185585b7c,CHD_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/chd_lea/0dc7/0dc760d4-d1d8-44b4-b911-22e185585b7c.pdf
0e1107f1-b3ce-4840-9dfe-42e850a6f03e,Glasscock,TX,s3://enverus-courthouse-prod-chd-plants/tx/glasscock/0e11/0e1107f1-b3ce-4840-9dfe-42e850a6f03e.pdf
0e17f1dd-d68a-47b9-87d0-6d3dda18db59,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/0e17/0e17f1dd-d68a-47b9-87d0-6d3dda18db59.pdf
0e22ef40-7e8b-4cbe-a944-d53722966477,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/0e22/0e22ef40-7e8b-4cbe-a944-d53722966477.pdf
0E38BAFD-F040-4E34-AF8B-90319AC550DB,TRAINING_Ward,TX,s3://enverus-courthouse-prod-chd-plants/tx/training_ward/0E38/0E38BAFD-F040-4E34-AF8B-90319AC550DB.pdf
0e697ab1-8db3-4fa6-a87e-228ca5701cf7,EOG_Cooke,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_cooke/0e69/0e697ab1-8db3-4fa6-a87e-228ca5701cf7.pdf
0e6c2348-f78a-4ba5-8dbf-788a9182e3a8,EOG_Cooke,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_cooke/0e6c/0e6c2348-f78a-4ba5-8dbf-788a9182e3a8.pdf
0eaaa81e-9824-4bbe-862e-8ff3a2ef92b2,EOG_Atascosa,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_atascosa/0eaa/0eaaa81e-9824-4bbe-862e-8ff3a2ef92b2.pdf
0ebf1241-0901-4caf-94aa-10dacb281bbf,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/0ebf/0ebf1241-0901-4caf-94aa-10dacb281bbf.pdf
0ed2716d-842a-45cf-9293-3ad968393424,Houston,TX,s3://enverus-courthouse-prod-chd-plants/tx/houston/0ed2/0ed2716d-842a-45cf-9293-3ad968393424.pdf
0ed292bb-2a22-4fcc-83f2-b2457505afa5,CHD_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/chd_lea/0ed2/0ed292bb-2a22-4fcc-83f2-b2457505afa5.pdf
0ed5c15a-24de-4ef8-904d-98b5cd1dd621,CHD_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/chd_lea/0ed5/0ed5c15a-24de-4ef8-904d-98b5cd1dd621.pdf
0ee6390e-bd75-4fce-ad43-cce3742a5bd7,EOG_Cooke,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_cooke/0ee6/0ee6390e-bd75-4fce-ad43-cce3742a5bd7.pdf
0EE78134-A16B-4F78-A0CC-8A8D207ACC46,TRAINING_Tyler,TX,s3://enverus-courthouse-prod-chd-plants/tx/training_tyler/0EE7/0EE78134-A16B-4F78-A0CC-8A8D207ACC46.pdf
0F0E44B9-83B3-424A-B6F2-058AEE48737A,TRAINING_Reagan,TX,s3://enverus-courthouse-prod-chd-plants/tx/training_reagan/0F0E/0F0E44B9-83B3-424A-B6F2-058AEE48737A.pdf
0F51FB71-039E-4C45-8732-10338E405D58,TRAINING_Jasper,TX,s3://enverus-courthouse-prod-chd-plants/tx/training_jasper/0F51/0F51FB71-039E-4C45-8732-10338E405D58.pdf
0f98f767-1085-4f97-850d-46067ed883aa,EOG_Cooke,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_cooke/0f98/0f98f767-1085-4f97-850d-46067ed883aa.pdf
0fcb7268-0e93-4be2-af98-406cc3219721,Hood,TX,s3://enverus-courthouse-prod-chd-plants/tx/hood/0fcb/0fcb7268-0e93-4be2-af98-406cc3219721.pdf
0fdf1d85-f014-47dc-bf6b-065ecbcf45b5,Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/lea/0fdf/0fdf1d85-f014-47dc-bf6b-065ecbcf45b5.pdf
1011b07a-7f48-481a-aa88-cfb9644d25ed,EOG_Lea,NM,s3://enverus-courthouse-prod-chd-plants/nm/eog_lea/1011/1011b07a-7f48-481a-aa88-cfb9644d25ed.pdf
10141110-5744-4076-910f-dfbf32138263,EOG_Karnes,TX,s3://enverus-courthouse-prod-chd-plants/tx/eog_karnes/1014/10141110-5744-4076-910f-dfbf32138263.pdf
