state_name,created_month,mappings_created,later_revised
Ohio,2017-08-01,2386,164
Pennsylvania,2017-08-01,1333,70
Colorado,2017-08-01,1275,80
Wyoming,2017-08-01,1129,201
Louisiana,2017-08-01,863,1
North Dakota,2017-08-01,763,3
New Mexico,2017-08-01,722,69
Mississippi,2017-08-01,504,24
Kansas,2017-08-01,354,8
Montana,2017-08-01,90,0
Arkansas,2017-08-01,87,0
Utah,2017-08-01,77,1
Michigan,2017-08-01,2,0
Texas,2017-07-01,8654,845
Oklahoma,2017-07-01,5344,111
Louisiana,2017-07-01,3234,257
West Virginia,2017-07-01,1988,122
Ohio,2017-07-01,1485,194
Pennsylvania,2017-07-01,1085,88
Colorado,2017-07-01,902,219
North Dakota,2017-07-01,772,2
New Mexico,2017-07-01,668,65
Wyoming,2017-07-01,599,90
Montana,2017-07-01,292,14
Mississippi,2017-07-01,223,6
Arkansas,2017-07-01,201,0
Utah,2017-07-01,76,3
California,2017-07-01,69,5
Kansas,2017-07-01,51,5
Michigan,2017-07-01,3,0
Oklahoma,2017-06-01,7596,77
Texas,2017-06-01,7164,797
West Virginia,2017-06-01,5907,484
Ohio,2017-06-01,3261,682
Louisiana,2017-06-01,2063,13
Pennsylvania,2017-06-01,1832,544
Wyoming,2017-06-01,1687,84
Colorado,2017-06-01,1284,50
North Dakota,2017-06-01,1116,170
Kansas,2017-06-01,847,133
New Mexico,2017-06-01,706,200
Mississippi,2017-06-01,232,18
Utah,2017-06-01,186,67
Arkansas,2017-06-01,142,0
Montana,2017-06-01,142,1
Michigan,2017-06-01,4,2
Texas,2017-05-01,15824,2075
Oklahoma,2017-05-01,7898,160
West Virginia,2017-05-01,5651,765
Ohio,2017-05-01,2298,522
Pennsylvania,2017-05-01,1598,43
New Mexico,2017-05-01,1510,64
Louisiana,2017-05-01,1415,28
North Dakota,2017-05-01,1363,115
Colorado,2017-05-01,783,68
Mississippi,2017-05-01,720,55
Arkansas,2017-05-01,399,0
Wyoming,2017-05-01,281,55
Kansas,2017-05-01,279,28
California,2017-05-01,109,2
Utah,2017-05-01,86,1
Montana,2017-05-01,31,6
Michigan,2017-05-01,14,9
Texas,2017-04-01,4445,504
Oklahoma,2017-04-01,4265,115
Pennsylvania,2017-04-01,2317,157
West Virginia,2017-04-01,2206,383
Ohio,2017-04-01,1972,297
Colorado,2017-04-01,720,219
Louisiana,2017-04-01,481,11
North Dakota,2017-04-01,474,34
Wyoming,2017-04-01,218,31
Utah,2017-04-01,208,8
New Mexico,2017-04-01,97,0
California,2017-04-01,40,0
Arkansas,2017-04-01,27,0
Kansas,2017-04-01,7,0
Mississippi,2017-04-01,1,0
Texas,2017-03-01,6532,889
Oklahoma,2017-03-01,5957,110
West Virginia,2017-03-01,3464,391
Ohio,2017-03-01,2510,287
Pennsylvania,2017-03-01,2011,213
Colorado,2017-03-01,782,85
Louisiana,2017-03-01,743,5
North Dakota,2017-03-01,577,387
Kansas,2017-03-01,445,72
Wyoming,2017-03-01,226,57
Arkansas,2017-03-01,181,0
Utah,2017-03-01,179,2
Mississippi,2017-03-01,141,21
New Mexico,2017-03-01,108,8
Montana,2017-03-01,14,0
Michigan,2017-03-01,6,0
California,2017-03-01,3,0
Oklahoma,2017-02-01,4225,120
Texas,2017-02-01,3487,602
Pennsylvania,2017-02-01,1661,59
West Virginia,2017-02-01,1613,262
Ohio,2017-02-01,1069,127
North Dakota,2017-02-01,789,164
Mississippi,2017-02-01,772,56
Colorado,2017-02-01,750,114
Louisiana,2017-02-01,623,1
Wyoming,2017-02-01,201,59
Arkansas,2017-02-01,198,0
Kansas,2017-02-01,104,37
New Mexico,2017-02-01,84,15
Utah,2017-02-01,76,11
Montana,2017-02-01,22,0
Michigan,2017-02-01,6,3
Texas,2017-01-01,8013,1331
Oklahoma,2017-01-01,5811,122
West Virginia,2017-01-01,2563,314
Ohio,2017-01-01,2203,496
Colorado,2017-01-01,1094,76
Louisiana,2017-01-01,586,14
Mississippi,2017-01-01,503,106
New Mexico,2017-01-01,436,22
Wyoming,2017-01-01,253,22
Kansas,2017-01-01,213,18
North Dakota,2017-01-01,111,0
Utah,2017-01-01,103,25
Pennsylvania,2017-01-01,51,5
California,2017-01-01,37,0
Montana,2017-01-01,34,0
Michigan,2017-01-01,11,1
Arkansas,2017-01-01,5,0
Texas,2016-12-01,6138,1242
Oklahoma,2016-12-01,6067,244
West Virginia,2016-12-01,2196,354
Colorado,2016-12-01,1525,997
Pennsylvania,2016-12-01,1147,99
Mississippi,2016-12-01,894,80
New Mexico,2016-12-01,889,4
Ohio,2016-12-01,884,355
Wyoming,2016-12-01,681,363
North Dakota,2016-12-01,438,92
Louisiana,2016-12-01,438,4
Utah,2016-12-01,200,141
Kansas,2016-12-01,151,70
Arkansas,2016-12-01,14,0
Montana,2016-12-01,8,1
Michigan,2016-12-01,6,2
Texas,2016-11-01,6497,1279
West Virginia,2016-11-01,5877,969
Pennsylvania,2016-11-01,4352,198
Oklahoma,2016-11-01,3387,80
Ohio,2016-11-01,1190,252
Colorado,2016-11-01,948,505
North Dakota,2016-11-01,653,307
Wyoming,2016-11-01,406,69
Louisiana,2016-11-01,386,5
Mississippi,2016-11-01,357,54
Kansas,2016-11-01,353,45
New Mexico,2016-11-01,283,48
Montana,2016-11-01,247,21
Arkansas,2016-11-01,106,0
California,2016-11-01,57,11
Utah,2016-11-01,49,8
Michigan,2016-11-01,14,2
Texas,2016-10-01,8053,1410
West Virginia,2016-10-01,5355,689
Oklahoma,2016-10-01,5229,105
Pennsylvania,2016-10-01,4686,272
Louisiana,2016-10-01,1371,16
Ohio,2016-10-01,931,367
Colorado,2016-10-01,815,137
New Mexico,2016-10-01,597,44
Wyoming,2016-10-01,524,76
North Dakota,2016-10-01,466,2
Kansas,2016-10-01,252,50
Arkansas,2016-10-01,219,2
Utah,2016-10-01,154,11
Mississippi,2016-10-01,134,23
Montana,2016-10-01,54,8
Michigan,2016-10-01,34,9
California,2016-10-01,12,0
Texas,2016-09-01,5957,606
Oklahoma,2016-09-01,3911,101
Pennsylvania,2016-09-01,2800,193
West Virginia,2016-09-01,2508,254
Ohio,2016-09-01,773,139
Colorado,2016-09-01,692,57
Louisiana,2016-09-01,643,57
Kansas,2016-09-01,552,130
Mississippi,2016-09-01,426,85
New Mexico,2016-09-01,376,6
California,2016-09-01,265,3
North Dakota,2016-09-01,232,3
Arkansas,2016-09-01,68,0
Utah,2016-09-01,18,0
Montana,2016-09-01,12,2
Michigan,2016-09-01,9,1
South Dakota,2016-09-01,3,0
Wyoming,2016-09-01,1,0
Pennsylvania,2016-08-01,12671,2150
Texas,2016-08-01,5636,671
Oklahoma,2016-08-01,4716,141
West Virginia,2016-08-01,2891,536
Louisiana,2016-08-01,665,2
New Mexico,2016-08-01,578,17
North Dakota,2016-08-01,544,7
Mississippi,2016-08-01,534,65
Wyoming,2016-08-01,486,117
Colorado,2016-08-01,430,35
Ohio,2016-08-01,250,141
Kansas,2016-08-01,201,17
Arkansas,2016-08-01,35,0
Michigan,2016-08-01,16,0
California,2016-08-01,13,0
Texas,2016-07-01,7600,1315
Oklahoma,2016-07-01,3303,136
Mississippi,2016-07-01,2956,291
West Virginia,2016-07-01,1835,746
Ohio,2016-07-01,1491,413
Pennsylvania,2016-07-01,1062,27
Louisiana,2016-07-01,804,16
Colorado,2016-07-01,485,40
Kansas,2016-07-01,427,52
New Mexico,2016-07-01,267,9
Arkansas,2016-07-01,203,0
North Dakota,2016-07-01,185,5
Wyoming,2016-07-01,119,13
California,2016-07-01,107,0
Utah,2016-07-01,73,3
Montana,2016-07-01,27,0
Nevada,2016-07-01,12,0
Texas,2016-06-01,7106,1528
Oklahoma,2016-06-01,2734,96
West Virginia,2016-06-01,2455,553
Pennsylvania,2016-06-01,1035,56
Ohio,2016-06-01,824,160
Wyoming,2016-06-01,696,308
Louisiana,2016-06-01,655,29
Colorado,2016-06-01,633,22
New Mexico,2016-06-01,433,40
Mississippi,2016-06-01,391,28
North Dakota,2016-06-01,222,0
Michigan,2016-06-01,216,1
Kansas,2016-06-01,213,36
Montana,2016-06-01,145,0
Arkansas,2016-06-01,65,0
Utah,2016-06-01,41,2
Mississippi,2016-05-01,9960,7
Texas,2016-05-01,5639,1267
Oklahoma,2016-05-01,2973,44
West Virginia,2016-05-01,1464,383
Louisiana,2016-05-01,1049,27
Pennsylvania,2016-05-01,1032,73
Colorado,2016-05-01,570,13
Ohio,2016-05-01,505,97
Wyoming,2016-05-01,426,38
New Mexico,2016-05-01,388,44
Michigan,2016-05-01,336,224
Kansas,2016-05-01,243,27
North Dakota,2016-05-01,231,39
Arkansas,2016-05-01,86,0
Utah,2016-05-01,55,1
California,2016-05-01,35,0
Montana,2016-05-01,32,1
Texas,2016-04-01,4717,1027
Oklahoma,2016-04-01,3853,42
West Virginia,2016-04-01,2659,207
Louisiana,2016-04-01,1659,11
Pennsylvania,2016-04-01,1444,88
Wyoming,2016-04-01,475,87
Mississippi,2016-04-01,466,190
Colorado,2016-04-01,457,5
Ohio,2016-04-01,420,195
North Dakota,2016-04-01,349,1
New Mexico,2016-04-01,202,18
Arkansas,2016-04-01,156,0
Utah,2016-04-01,130,0
Kansas,2016-04-01,45,5
Montana,2016-04-01,30,5
Michigan,2016-04-01,5,0
Texas,2016-03-01,6146,1163
Oklahoma,2016-03-01,4223,115
Mississippi,2016-03-01,3472,348
West Virginia,2016-03-01,2545,910
Pennsylvania,2016-03-01,1523,506
Ohio,2016-03-01,1406,163
Louisiana,2016-03-01,765,53
Kansas,2016-03-01,686,106
Colorado,2016-03-01,579,20
North Dakota,2016-03-01,501,1
New Mexico,2016-03-01,228,31
Wyoming,2016-03-01,202,0
Arkansas,2016-03-01,197,1
California,2016-03-01,86,0
Michigan,2016-03-01,41,3
Montana,2016-03-01,7,0
Oklahoma,2016-02-01,4496,106
Texas,2016-02-01,3269,842
West Virginia,2016-02-01,2694,319
Louisiana,2016-02-01,1830,21
Pennsylvania,2016-02-01,1580,362
Colorado,2016-02-01,1267,887
Ohio,2016-02-01,1090,392
Mississippi,2016-02-01,825,95
North Dakota,2016-02-01,647,38
Wyoming,2016-02-01,222,28
New Mexico,2016-02-01,188,11
Utah,2016-02-01,187,2
Kansas,2016-02-01,63,8
Arkansas,2016-02-01,38,3
Michigan,2016-02-01,29,2
Montana,2016-02-01,6,4
Texas,2016-01-01,8577,1585
Mississippi,2016-01-01,6532,997
Oklahoma,2016-01-01,4529,161
West Virginia,2016-01-01,1729,135
Pennsylvania,2016-01-01,1228,168
Ohio,2016-01-01,1183,592
North Dakota,2016-01-01,999,641
Louisiana,2016-01-01,960,5
Colorado,2016-01-01,925,497
Kansas,2016-01-01,292,39
New Mexico,2016-01-01,180,20
Arkansas,2016-01-01,119,5
Michigan,2016-01-01,54,6
California,2016-01-01,33,0
Montana,2016-01-01,20,0
Utah,2016-01-01,11,0
South Dakota,2016-01-01,7,0
Wyoming,2016-01-01,4,0
Texas,2015-12-01,4848,805
Oklahoma,2015-12-01,4077,100
West Virginia,2015-12-01,2656,223
Louisiana,2015-12-01,2537,41
Pennsylvania,2015-12-01,1575,436
Mississippi,2015-12-01,1575,540
Ohio,2015-12-01,684,132
North Dakota,2015-12-01,657,447
Wyoming,2015-12-01,623,71
Colorado,2015-12-01,615,42
Kansas,2015-12-01,257,19
Utah,2015-12-01,226,10
Arkansas,2015-12-01,197,0
Montana,2015-12-01,190,1
New Mexico,2015-12-01,31,0
Michigan,2015-12-01,22,4
Oklahoma,2015-11-01,11473,305
Texas,2015-11-01,4746,876
Mississippi,2015-11-01,3435,71
Colorado,2015-11-01,3068,320
Pennsylvania,2015-11-01,2630,360
West Virginia,2015-11-01,2372,251
Louisiana,2015-11-01,769,16
Wyoming,2015-11-01,614,87
Arkansas,2015-11-01,395,0
North Dakota,2015-11-01,367,36
New Mexico,2015-11-01,241,17
Montana,2015-11-01,123,1
Kansas,2015-11-01,99,1
Ohio,2015-11-01,90,18
Michigan,2015-11-01,66,0
California,2015-11-01,51,0
Utah,2015-11-01,2,0
Oklahoma,2015-10-01,13168,581
Texas,2015-10-01,11158,1554
West Virginia,2015-10-01,6219,1333
Ohio,2015-10-01,2759,598
Louisiana,2015-10-01,2403,19
Pennsylvania,2015-10-01,2324,759
Mississippi,2015-10-01,1786,202
Wyoming,2015-10-01,1579,64
Colorado,2015-10-01,819,9
North Dakota,2015-10-01,681,18
Kansas,2015-10-01,353,11
New Mexico,2015-10-01,221,25
Utah,2015-10-01,145,0
California,2015-10-01,126,0
Arkansas,2015-10-01,80,2
Montana,2015-10-01,53,1
Michigan,2015-10-01,19,2
Oklahoma,2015-09-01,10212,128
Texas,2015-09-01,6547,460
West Virginia,2015-09-01,5967,546
Mississippi,2015-09-01,4320,5
Pennsylvania,2015-09-01,4315,442
Colorado,2015-09-01,2390,48
Utah,2015-09-01,2000,16
Ohio,2015-09-01,1798,191
Louisiana,2015-09-01,1473,0
Kansas,2015-09-01,1030,18
Wyoming,2015-09-01,593,27
California,2015-09-01,567,0
Arkansas,2015-09-01,286,0
North Dakota,2015-09-01,278,4
Montana,2015-09-01,135,5
New Mexico,2015-09-01,114,6
Michigan,2015-09-01,113,1
Texas,2015-08-01,4456,596
Pennsylvania,2015-08-01,3587,1233
Oklahoma,2015-08-01,2741,85
Louisiana,2015-08-01,1911,208
Mississippi,2015-08-01,1488,8
West Virginia,2015-08-01,998,20
Colorado,2015-08-01,744,6
Wyoming,2015-08-01,617,7
Ohio,2015-08-01,306,270
New Mexico,2015-08-01,248,9
North Dakota,2015-08-01,224,0
Arkansas,2015-08-01,138,0
Michigan,2015-08-01,125,0
Montana,2015-08-01,14,0
Utah,2015-08-01,14,0
Kansas,2015-08-01,13,0
Texas,2015-07-01,7113,695
Oklahoma,2015-07-01,5712,231
West Virginia,2015-07-01,3696,198
Louisiana,2015-07-01,2362,241
Pennsylvania,2015-07-01,1711,413
Ohio,2015-07-01,1009,313
Colorado,2015-07-01,838,25
Wyoming,2015-07-01,670,99
Mississippi,2015-07-01,575,36
North Dakota,2015-07-01,569,2
Arkansas,2015-07-01,396,0
Kansas,2015-07-01,269,3
California,2015-07-01,247,0
Montana,2015-07-01,168,4
New Mexico,2015-07-01,160,32
Utah,2015-07-01,101,0
Michigan,2015-07-01,62,0
Texas,2015-06-01,7938,598
West Virginia,2015-06-01,5791,222
Oklahoma,2015-06-01,5713,111
Colorado,2015-06-01,3962,36
Louisiana,2015-06-01,3177,3
Pennsylvania,2015-06-01,2127,337
Ohio,2015-06-01,1059,120
Mississippi,2015-06-01,999,14
North Dakota,2015-06-01,574,10
Arkansas,2015-06-01,518,1
New Mexico,2015-06-01,454,42
Wyoming,2015-06-01,405,62
Utah,2015-06-01,175,4
Kansas,2015-06-01,173,10
Montana,2015-06-01,125,5
California,2015-06-01,63,0
Michigan,2015-06-01,35,0
Texas,2015-05-01,8737,724
Oklahoma,2015-05-01,6799,123
West Virginia,2015-05-01,4958,331
Louisiana,2015-05-01,3340,4
Pennsylvania,2015-05-01,2925,338
Colorado,2015-05-01,1715,50
North Dakota,2015-05-01,1128,11
Ohio,2015-05-01,1097,167
Wyoming,2015-05-01,717,81
Mississippi,2015-05-01,623,0
Kansas,2015-05-01,572,72
New Mexico,2015-05-01,236,27
Montana,2015-05-01,147,4
Arkansas,2015-05-01,126,0
Utah,2015-05-01,102,4
Michigan,2015-05-01,43,0
Texas,2015-04-01,14809,794
Oklahoma,2015-04-01,7454,132
West Virginia,2015-04-01,5610,383
Pennsylvania,2015-04-01,5284,796
Louisiana,2015-04-01,2630,2
Ohio,2015-04-01,2565,1054
North Dakota,2015-04-01,2423,13
Kansas,2015-04-01,1493,82
Wyoming,2015-04-01,1419,108
Mississippi,2015-04-01,1211,24
Colorado,2015-04-01,1034,0
Montana,2015-04-01,767,0
California,2015-04-01,497,28
Arkansas,2015-04-01,311,3
New Mexico,2015-04-01,166,20
Utah,2015-04-01,149,1
Michigan,2015-04-01,140,1
Nevada,2015-04-01,40,0
Texas,2015-03-01,14998,406
Oklahoma,2015-03-01,7300,110
Wyoming,2015-03-01,3068,53
West Virginia,2015-03-01,2446,106
Pennsylvania,2015-03-01,2214,84
Louisiana,2015-03-01,1954,52
Ohio,2015-03-01,1769,37
New Mexico,2015-03-01,1521,17
Colorado,2015-03-01,1278,21
Mississippi,2015-03-01,745,0
Nevada,2015-03-01,519,0
Arkansas,2015-03-01,416,0
Utah,2015-03-01,408,0
North Dakota,2015-03-01,403,0
Montana,2015-03-01,299,0
Kansas,2015-03-01,175,2
South Dakota,2015-03-01,39,0
Michigan,2015-03-01,39,0
California,2015-03-01,19,0
Texas,2015-02-01,10802,533
Oklahoma,2015-02-01,9465,93
West Virginia,2015-02-01,2842,51
Louisiana,2015-02-01,2334,5
Mississippi,2015-02-01,1934,15
Colorado,2015-02-01,1710,10
Ohio,2015-02-01,1461,23
Pennsylvania,2015-02-01,1104,18
North Dakota,2015-02-01,1084,10
Wyoming,2015-02-01,719,53
New Mexico,2015-02-01,462,112
Utah,2015-02-01,413,0
Kansas,2015-02-01,264,8
Montana,2015-02-01,217,5
Michigan,2015-02-01,212,0
California,2015-02-01,197,1
Arkansas,2015-02-01,147,1
Texas,2015-01-01,8918,394
Oklahoma,2015-01-01,7404,112
Pennsylvania,2015-01-01,5079,1305
West Virginia,2015-01-01,3547,481
Mississippi,2015-01-01,3358,52
Louisiana,2015-01-01,2851,26
North Dakota,2015-01-01,2635,155
Ohio,2015-01-01,1891,60
Colorado,2015-01-01,1516,40
Kansas,2015-01-01,571,44
California,2015-01-01,553,0
Wyoming,2015-01-01,538,13
New Mexico,2015-01-01,331,34
Arkansas,2015-01-01,292,2
Montana,2015-01-01,230,14
Utah,2015-01-01,199,0
Michigan,2015-01-01,105,2
Nevada,2015-01-01,1,0
Texas,2014-12-01,6432,419
Oklahoma,2014-12-01,6367,95
Louisiana,2014-12-01,4054,94
West Virginia,2014-12-01,3874,321
Colorado,2014-12-01,2650,79
Pennsylvania,2014-12-01,2600,255
Mississippi,2014-12-01,2015,3
Ohio,2014-12-01,1515,16
North Dakota,2014-12-01,820,14
Kansas,2014-12-01,762,53
Wyoming,2014-12-01,442,23
Arkansas,2014-12-01,257,0
California,2014-12-01,188,7
Utah,2014-12-01,174,0
New Mexico,2014-12-01,101,2
Montana,2014-12-01,37,0
Michigan,2014-12-01,6,0
Texas,2014-11-01,8294,676
Ohio,2014-11-01,4553,158
Oklahoma,2014-11-01,4478,136
West Virginia,2014-11-01,1942,93
Pennsylvania,2014-11-01,1910,921
North Dakota,2014-11-01,1423,75
Colorado,2014-11-01,985,15
Louisiana,2014-11-01,698,0
New Mexico,2014-11-01,670,23
Wyoming,2014-11-01,427,10
Arkansas,2014-11-01,404,0
Mississippi,2014-11-01,343,0
Montana,2014-11-01,183,4
Kansas,2014-11-01,172,15
Utah,2014-11-01,157,0
California,2014-11-01,26,0
Michigan,2014-11-01,14,0
Texas,2014-10-01,13047,767
Oklahoma,2014-10-01,5880,203
Mississippi,2014-10-01,2217,16
Louisiana,2014-10-01,1784,11
Pennsylvania,2014-10-01,1634,75
West Virginia,2014-10-01,1556,160
Wyoming,2014-10-01,698,42
Colorado,2014-10-01,673,6
Kansas,2014-10-01,664,51
Arkansas,2014-10-01,476,1
Ohio,2014-10-01,288,3
North Dakota,2014-10-01,233,25
Montana,2014-10-01,158,6
Utah,2014-10-01,65,0
Michigan,2014-10-01,52,0
California,2014-10-01,16,0
New Mexico,2014-10-01,6,0
Nevada,2014-10-01,6,2
Texas,2014-09-01,9737,466
North Dakota,2014-09-01,9077,60
Oklahoma,2014-09-01,8438,211
Pennsylvania,2014-09-01,3904,1032
Louisiana,2014-09-01,2648,7
West Virginia,2014-09-01,2117,47
Colorado,2014-09-01,1526,24
Kansas,2014-09-01,984,77
Mississippi,2014-09-01,956,4
Ohio,2014-09-01,619,30
Wyoming,2014-09-01,573,93
Arkansas,2014-09-01,328,0
Montana,2014-09-01,324,1
New Mexico,2014-09-01,323,31
Michigan,2014-09-01,153,0
Utah,2014-09-01,124,4
California,2014-09-01,95,0
South Dakota,2014-09-01,4,0
North Dakota,2014-08-01,25229,16
Texas,2014-08-01,12402,1116
Oklahoma,2014-08-01,8479,124
Pennsylvania,2014-08-01,2998,54
Louisiana,2014-08-01,2731,12
Colorado,2014-08-01,2150,59
Ohio,2014-08-01,2012,219
West Virginia,2014-08-01,1434,136
Mississippi,2014-08-01,1293,2
Arkansas,2014-08-01,885,1
Kansas,2014-08-01,845,70
Wyoming,2014-08-01,628,11
California,2014-08-01,459,10
New Mexico,2014-08-01,453,21
Montana,2014-08-01,328,34
Utah,2014-08-01,271,3
Michigan,2014-08-01,76,0
Nevada,2014-08-01,74,0
North Dakota,2014-07-01,24304,8
Texas,2014-07-01,10239,661
Oklahoma,2014-07-01,5874,105
Louisiana,2014-07-01,3576,20
Pennsylvania,2014-07-01,3266,447
Ohio,2014-07-01,2518,30
West Virginia,2014-07-01,1400,209
Kansas,2014-07-01,886,35
Mississippi,2014-07-01,803,3
Arkansas,2014-07-01,783,1
Colorado,2014-07-01,549,12
Wyoming,2014-07-01,531,35
New Mexico,2014-07-01,520,12
Montana,2014-07-01,498,6
Utah,2014-07-01,262,19
Michigan,2014-07-01,171,29
South Dakota,2014-07-01,62,0
California,2014-07-01,5,0
North Dakota,2014-06-01,25479,5
Texas,2014-06-01,7287,373
Oklahoma,2014-06-01,6684,106
West Virginia,2014-06-01,2748,29
Ohio,2014-06-01,1851,21
Louisiana,2014-06-01,1843,12
Pennsylvania,2014-06-01,1523,30
Colorado,2014-06-01,1235,10
Mississippi,2014-06-01,961,1
Kansas,2014-06-01,791,16
Arkansas,2014-06-01,585,0
Montana,2014-06-01,380,7
Wyoming,2014-06-01,364,5
California,2014-06-01,351,8
Utah,2014-06-01,345,1
New Mexico,2014-06-01,268,8
Michigan,2014-06-01,110,0
South Dakota,2014-06-01,24,0
Texas,2014-05-01,6886,443
Oklahoma,2014-05-01,4739,60
North Dakota,2014-05-01,3672,0
Louisiana,2014-05-01,3425,42
Pennsylvania,2014-05-01,2926,188
Ohio,2014-05-01,2522,38
West Virginia,2014-05-01,2458,87
Colorado,2014-05-01,1158,10
Mississippi,2014-05-01,1127,3
Kansas,2014-05-01,1120,17
Arkansas,2014-05-01,557,0
Wyoming,2014-05-01,510,12
Utah,2014-05-01,372,0
Montana,2014-05-01,262,22
New Mexico,2014-05-01,75,1
Michigan,2014-05-01,27,0
Texas,2014-04-01,9182,395
Kansas,2014-04-01,8798,95
Oklahoma,2014-04-01,7327,109
Ohio,2014-04-01,3799,67
Pennsylvania,2014-04-01,2404,161
West Virginia,2014-04-01,2360,116
North Dakota,2014-04-01,1771,0
Colorado,2014-04-01,1383,1
Mississippi,2014-04-01,1227,0
Louisiana,2014-04-01,1116,2
Montana,2014-04-01,751,25
New Mexico,2014-04-01,724,10
Arkansas,2014-04-01,704,2
Wyoming,2014-04-01,381,111
Utah,2014-04-01,276,1
California,2014-04-01,267,9
Michigan,2014-04-01,107,1
Texas,2014-03-01,9516,479
Oklahoma,2014-03-01,9253,99
Pennsylvania,2014-03-01,3805,360
Ohio,2014-03-01,3772,106
West Virginia,2014-03-01,3728,71
Louisiana,2014-03-01,2751,36
Kansas,2014-03-01,1253,2
Colorado,2014-03-01,1094,1
Wyoming,2014-03-01,949,11
Mississippi,2014-03-01,897,0
Utah,2014-03-01,866,8
North Dakota,2014-03-01,864,0
Montana,2014-03-01,659,9
Arkansas,2014-03-01,298,2
New Mexico,2014-03-01,149,1
California,2014-03-01,129,0
Michigan,2014-03-01,26,3
Texas,2014-02-01,4616,156
Ohio,2014-02-01,2585,8
Oklahoma,2014-02-01,2498,51
West Virginia,2014-02-01,2130,73
Mississippi,2014-02-01,1236,2
Kansas,2014-02-01,1190,10
Colorado,2014-02-01,1104,5
Louisiana,2014-02-01,632,2
Arkansas,2014-02-01,530,1
Wyoming,2014-02-01,488,1
Pennsylvania,2014-02-01,399,49
California,2014-02-01,379,9
Michigan,2014-02-01,64,2
Utah,2014-02-01,62,0
North Dakota,2014-02-01,48,0
New Mexico,2014-02-01,36,0
Montana,2014-02-01,28,0
Texas,2014-01-01,9466,315
Oklahoma,2014-01-01,6932,131
West Virginia,2014-01-01,3773,278
Pennsylvania,2014-01-01,2950,694
Ohio,2014-01-01,2896,281
Mississippi,2014-01-01,2298,3
North Dakota,2014-01-01,1270,1
Louisiana,2014-01-01,1267,22
Kansas,2014-01-01,1064,26
Colorado,2014-01-01,1061,10
Montana,2014-01-01,835,12
Wyoming,2014-01-01,797,16
Arkansas,2014-01-01,464,0
Utah,2014-01-01,394,3
New Mexico,2014-01-01,262,2
Michigan,2014-01-01,192,2
California,2014-01-01,3,0
Texas,2013-12-01,7259,296
Oklahoma,2013-12-01,4002,62
West Virginia,2013-12-01,3961,15
Ohio,2013-12-01,3321,301
Pennsylvania,2013-12-01,1803,60
Louisiana,2013-12-01,1380,2
Colorado,2013-12-01,997,25
Arkansas,2013-12-01,593,2
Wyoming,2013-12-01,512,2
North Dakota,2013-12-01,500,0
California,2013-12-01,428,4
Utah,2013-12-01,380,4
New Mexico,2013-12-01,303,8
Michigan,2013-12-01,297,0
Montana,2013-12-01,233,4
Nevada,2013-12-01,174,0
Mississippi,2013-12-01,84,0
Kansas,2013-12-01,16,2
Texas,2013-11-01,9291,422
Ohio,2013-11-01,7070,547
West Virginia,2013-11-01,3948,55
Pennsylvania,2013-11-01,2465,73
Oklahoma,2013-11-01,1998,37
Louisiana,2013-11-01,1374,2
Colorado,2013-11-01,1258,11
North Dakota,2013-11-01,1069,1
Wyoming,2013-11-01,897,145
Mississippi,2013-11-01,595,0
Arkansas,2013-11-01,469,0
Kansas,2013-11-01,453,6
Utah,2013-11-01,362,0
Montana,2013-11-01,357,2
New Mexico,2013-11-01,349,3
Michigan,2013-11-01,132,8
California,2013-11-01,82,0
South Dakota,2013-11-01,77,0
Texas,2013-10-01,10212,318
Ohio,2013-10-01,7737,376
Oklahoma,2013-10-01,7652,90
West Virginia,2013-10-01,4918,60
Louisiana,2013-10-01,4053,8
Mississippi,2013-10-01,1786,2
Colorado,2013-10-01,1700,47
North Dakota,2013-10-01,1551,0
Kansas,2013-10-01,1381,25
Pennsylvania,2013-10-01,863,35
Arkansas,2013-10-01,477,2
Wyoming,2013-10-01,380,13
Montana,2013-10-01,369,8
Michigan,2013-10-01,294,0
Utah,2013-10-01,292,0
New Mexico,2013-10-01,271,7
California,2013-10-01,270,1
Texas,2013-09-01,8637,417
Ohio,2013-09-01,6898,1250
West Virginia,2013-09-01,5516,139
Oklahoma,2013-09-01,4623,61
Louisiana,2013-09-01,1892,0
Colorado,2013-09-01,1333,25
Kansas,2013-09-01,1258,95
North Dakota,2013-09-01,1164,0
Pennsylvania,2013-09-01,1061,38
Michigan,2013-09-01,714,8
Arkansas,2013-09-01,550,0
California,2013-09-01,463,37
Montana,2013-09-01,336,13
Wyoming,2013-09-01,309,14
Mississippi,2013-09-01,257,1
New Mexico,2013-09-01,238,2
Utah,2013-09-01,168,2
Texas,2013-08-01,11400,755
West Virginia,2013-08-01,7648,89
Ohio,2013-08-01,6816,293
Oklahoma,2013-08-01,5522,119
Louisiana,2013-08-01,4009,7
North Dakota,2013-08-01,2670,0
Pennsylvania,2013-08-01,2121,153
Colorado,2013-08-01,1812,35
Mississippi,2013-08-01,1573,16
Wyoming,2013-08-01,709,119
Arkansas,2013-08-01,556,3
Kansas,2013-08-01,543,16
Montana,2013-08-01,312,9
Michigan,2013-08-01,207,1
New Mexico,2013-08-01,120,0
Utah,2013-08-01,70,0
California,2013-08-01,24,0
Ohio,2013-07-01,16298,1071
Texas,2013-07-01,12678,669
