RecordID,CountyID,LandDescriptionID,BriefLegal,Subdivision,Lot,Block,AbstractName,AcreageByTract,QuarterCalls,Remarks
ba613924-a241-4c6e-96af-52472d1bb59e,221,57ece8cd-5d1f-415d-83cf-e8aafc3d82f2,SOUTH BRONCO RANCHETTES 9 48.1300 acres,SOUTH BRONCO RANCHETTES,9,NULL,NULL,48.1300,NULL,NULL
09d7ce3b-c3df-4595-a47c-513a52de421d,221,57f54fac-e291-43b0-a36d-a27af4bba23c,968.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c14c833c-3d3e-4c12-980c-fda7a3d76ff2,221,57fb2ad7-7ea0-411a-9b96-7004587375f1,176.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29804504-0d61-46c3-8647-e463d4e1a053,221,58012085-b23c-46af-aa57-cac5c7d9f46a,MESQUITE FOREST ESTATES ADDITION SECTION 2 A 8,MESQUITE FOREST ESTATES ADDITION SECTION 2,8,A,NULL,NULL,NULL,NULL
a8986d21-0284-4171-984e-a1f99b0f645f,221,576d654c-3c9c-40df-8775-66bb614b2766,OVALO TOWN OF 95 12,OVALO TOWN OF,12,95,NULL,NULL,NULL,NULL
c7df6dae-945a-4b56-a9f2-7f124d1f3233,221,576e6fb2-d9be-4987-a5f4-71cb9d081959,345.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9f0758c4-5057-4fc1-b993-853763dcfe4c,221,577008cd-bef5-4819-8061-b5d6c296d848,RUTHFORD ADDITION SECTION 1 101,RUTHFORD ADDITION SECTION 1,101,NULL,NULL,NULL,NULL,NULL
4f813bf8-28ce-49a1-8904-6a87198537e9,221,577026ea-2c1f-46f5-b771-d28b8d57754f,VOL 2 PAGE 69,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a2fc21c2-8d29-4cfd-97e1-0ecaa2a2404e,221,5770f0e1-0733-483d-b0ee-a70063607f5b,212.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a1958522-faea-446f-ac13-ecd0350b3ac5,221,578ceee2-84c0-4fc6-8fd1-6e70fc7d91c4,BAL 47 12.1170 acres,NULL,NULL,NULL,NULL,12.1170,NULL,NULL
a8986d21-0284-4171-984e-a1f99b0f645f,221,578d1400-fcc3-4004-9a8c-84632d32928d,OVALO TOWN OF 81 22 17.1000 acres,OVALO TOWN OF,22,81,NULL,17.1000,NULL,NULL
1e22fae4-4272-4e58-9336-4f1482ff4dd9,221,579291ea-e912-447b-9d27-cab78a0f74c7,449.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c080baa8-247a-4bb4-89ad-4262d48b6547,221,579a99d4-e48a-432d-878a-b127e54ef715,HENRY W S 461 3.3540 acres,NULL,NULL,NULL,NULL,3.3540,NULL,NULL
cd86cad2-b54b-4307-aec9-d829f6472364,221,57a031e2-d4de-45ab-be0d-18b841064e30,A-580 TEXAS AND PACIFIC RAILWAY COMPANY 0.0210 acres,NULL,NULL,NULL,580,0.0210,NULL,NULL
2d9a7e2e-c504-4e77-a775-e08d61743769,221,57a8067f-05a9-4340-a370-2afe46040057,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73d28258-2c32-463d-997a-e7ff2b53d6bf,221,57aa4438-c6d7-4383-84e1-139eade1fddd,37.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL
600450e7-b9f9-43d6-9e52-34a386b21e4c,221,57afe8ae-28e6-4981-80f6-938251d67136,SOUTHERN PACIFIC RAILROAD COMPANY 23 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bd298213-474e-4be7-b86f-b8a4d311bde6,221,57b37015-ac27-4020-b560-4a113ff93ac4,VISTA RIDGE ESTATES ADDITION SECTION 1 11,VISTA RIDGE ESTATES ADDITION SECTION 1,11,NULL,NULL,NULL,NULL,NULL
c59f1378-76b2-4751-a251-9f6388ccb6d7,221,57b9b203-ce77-4dda-ac60-5c1c0d38ba2d,CANNON W G,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4ed038cd-92be-4ce6-8eb4-887a835e2abc,221,57bc78e0-e0f6-45a0-9d44-e52f0f4a6258,PLEASANT HILL ESTATES SECTION 2 3 23,PLEASANT HILL ESTATES SECTION 2,23,3,NULL,NULL,NULL,NULL
9dbd9e31-8bfe-4ff1-a68a-21be9d771421,221,57c3beb7-0e11-4a5e-8a98-b24e03444b05,368.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ca1d1a23-ee57-4946-b383-8e4b341fadee,221,57c49910-04e6-4f49-bf0b-c167ced674f4,.62AC LT73 BK 30 SUR 148 GRIMES CSL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
e0cea94b-7010-45f9-bc8f-8caac9756a70,221,57c5d5f3-29e5-4f22-9528-f5ac72b2cbe5,38.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8f2538c2-b14e-4d89-9129-dbf831ca8143,221,57c88c21-05de-4f3a-8162-b241551fb751,BURR AND CASWELL 5 S2 1.0000 acres,NULL,NULL,NULL,NULL,1.0000,S2,NULL
daecf5bf-aa4d-499b-822f-7ff3a0458c39,221,57cbe683-980c-463d-be14-682db202a4a3,TILLETT ADDITION 1,TILLETT ADDITION,NULL,1,NULL,NULL,NULL,NULL
5dd1760b-a015-41dc-b30c-f80696b1104b,221,57d1c2e3-1c0f-48f8-99f1-65b54dd0fa41,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a7dc32e5-c805-488e-80bc-2393c0d7cb0a,221,57d5a9d5-ddc4-4a9b-8148-d8e1d7519279,33.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL
154dedb1-d382-4811-aab4-4f347ea7ed16,221,57d8ca94-d458-4d27-92d1-f66d765e1a3c,LAL 37 31.6270 acres,NULL,NULL,NULL,NULL,31.6270,NULL,NULL
7a0b168b-eebb-4cac-8a7f-79ec9716f14a,221,57eb48ca-f1cb-42c9-9dc8-de711654380b,A-483 MANN A 22 1.0000 acres,NULL,NULL,NULL,483,1.0000,NULL,NULL
1defc927-3239-471b-bba2-a8be8eb04c6e,221,57f6a3ca-f6e1-4463-9c04-4a56871c2620,2297.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1730dcfd-9e95-4be2-8995-4a8eb13c3477,221,57fe99e8-f872-4e1c-bc18-df93daf5e194,1054.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL
747163eb-d0ca-40b5-8651-9dc2e2e1af4d,221,580110a9-5a59-4a15-ab65-03eed5a1f05d,W B STOREY SUBDIVISION 21 0.2330 acres,W B STOREY SUBDIVISION,21,NULL,NULL,0.2330,NULL,NULL
2e26babc-ece6-4da5-928b-051f073fb9ee,221,580121ec-346d-44f3-873e-050272e041e0,TYE ORIGINAL TOWN OF 15 4,TYE ORIGINAL TOWN OF,4,15,NULL,NULL,NULL,NULL
0c329d4c-f749-4041-991d-26d6512d7cb1,221,580be6fc-8031-4254-9600-d410ad1efb09,ELMWOOD WEST ADDITION SECTION A 3 6,ELMWOOD WEST ADDITION SECTION A,6,3,NULL,NULL,NULL,NULL
065a69bb-441a-411d-8177-a877fd15100e,221,580dbc85-e815-42ea-b086-5abb2933407a,HOLLOWAY FARMS C 112 11.5310 acres,HOLLOWAY FARMS,112,C,NULL,11.5310,NULL,NULL
bf710c17-8791-4eb7-92b6-d8d74df6e558,221,5818baee-93e9-4d7d-80e9-d899a0577237,16670.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70b2f101-8ed3-4c6c-ae6d-aef515af900b,221,581df820-30c3-49b1-aa74-79e3d2121b06,A-246 SMITH W R 368 643.1100 acres,NULL,NULL,NULL,246,643.1100,NULL,NULL
d6a2fa59-691d-4977-91cd-d79869c709c3,221,5827f090-62d0-4c09-8335-1d5464950140,HIGHLAND FARMS SECTION 3 H 5 23.3550 acres,HIGHLAND FARMS SECTION 3,5,H,NULL,23.3550,NULL,NULL
b60b0bee-602a-494a-a491-eeea341b852d,221,582fd133-5055-4ea8-9eba-31585b5352ec,TEXAS AND PACIFIC RAILWAY COMPANY 31 17 NW 14.8500 acres,NULL,NULL,NULL,NULL,14.8500,NW,NULL
51dfe650-ecd2-4785-8f3b-80dd4997ebd5,221,58321085-9998-49e2-ab0a-9415b04be2d7,ALAMEDA ADDITION SECTION 3 H 20,ALAMEDA ADDITION SECTION 3,20,H,NULL,NULL,NULL,NULL
d4c187be-b435-498d-8dc6-db60c3766c35,221,5832311e-c4b6-4a06-adeb-2a02145f63fa,SOUTHERN PACIFIC RAILROAD COMPANY 37 NE,NULL,NULL,NULL,NULL,NULL,NE,NULL
a0d70d5d-5378-45dd-8f9d-db94beb6a5ae,221,5833914b-d953-4c78-b55f-523dfbddc003,HILLS OF BUFFALO GAP A 12 12.8750 acres,HILLS OF BUFFALO GAP,12,A,NULL,12.8750,NULL,NULL
e8b3cb0f-06af-4f97-b11a-a11c7c51e78d,221,583a1778-d029-48fe-9fd8-bcdd057636dd,BEL AIR ADDITION SECOND FILING K 26,BEL AIR ADDITION SECOND FILING,26,K,NULL,NULL,NULL,NULL
e90d66b9-abda-4ed7-9590-cbc1746d417c,221,58427eb0-bc0d-4a88-8fac-503c1330eb70,CRESCENT HEIGHTS CONTINUATION 1 C 2,CRESCENT HEIGHTS CONTINUATION 1,2,C,NULL,NULL,NULL,NULL
1ca1fa29-8312-452f-a927-59a7caf25f8e,221,5845369b-5cc3-4e8b-8486-46a30d3b7425,TYE ORIGINAL TOWN OF 12 25,TYE ORIGINAL TOWN OF,25,12,NULL,NULL,NULL,NULL
ca2b1d82-1e16-405b-ab13-024f3373b1d1,221,584dbf58-d9e1-4310-966b-af695e90093f,444.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a403c6e1-13e1-463a-a379-0e2e5079833b,221,584e89e9-4d98-4416-9a32-b9ba9737b7a4,300.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c622b0d7-f469-41c5-9249-4eb8b17194c2,221,5852e632-a599-40e3-84e7-629ce272dcd2,LAL 66 430.4000 acres,NULL,NULL,NULL,NULL,430.4000,NULL,NULL
1081e0a3-7382-4c95-a7e7-8ee2464e57dd,221,58554144-5cdd-42ff-8516-0ad38f00be27,VOL AP PAGE 348,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6b632e47-5b16-4959-b998-e78c10797b7f,221,5855f0e9-d24e-44aa-9afb-aee7b107cb95,NO ATTACHED EXHIBIT A,NO ATTACHED EXHIBIT A,NULL,NULL,NULL,NULL,NULL,NULL
7f56250a-1ab2-499a-ac7f-e8cc7478efa4,221,585893c2-1763-4f58-8164-05caf7d22746,1872.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL
445c965a-27a8-4f26-9ed3-a1992b3907b1,221,5859064b-0b39-43ff-a8d6-3d8eae7a00a8,101.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5431bbdd-4f00-4caa-8add-c6d787f73b34,221,585c1510-92c9-45a5-ad92-d317a013cdc2,ELMWOOD WEST ADDITION CONTINUATION NO 1 A 2,ELMWOOD WEST ADDITION CONTINUATION NO 1,2,A,NULL,NULL,NULL,NULL
692f664b-1704-4fcb-b1e3-2b7e3eb5297b,221,585e4e7b-10e6-4758-835a-a8d79f037dfd,MONTGOMERY R E 36 19 SE 0.2300 acres,NULL,NULL,NULL,NULL,0.2300,SE,NULL
26e8be2f-ce94-45f1-8138-91e65e743fa4,221,585e7df2-2542-4b7a-b7a4-7747bdbefd56,ANTILLEY ROAD WEST ADDITION SECTION 1 101,ANTILLEY ROAD WEST ADDITION SECTION 1,101,NULL,NULL,NULL,NULL,NULL
c3cf6494-5228-4bf7-8ba3-7f2249301ed0,221,5860d445-0509-405a-87f6-f8996cc41059,LAL 37 NE 28.0500 acres,NULL,NULL,NULL,NULL,28.0500,NE,NULL
91362ed2-bd16-4b14-b130-54453ede347b,221,586b1353-d74d-4adc-b819-9b3f7c552b59,5611.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98b4f832-c95d-4cdc-955b-36fb5601749d,221,57ea48c9-49ff-4d55-b2a4-7c16eeda32c3,VOL 923 PAGE 514,NULL,NULL,NULL,NULL,NULL,NULL,NULL
aecb081c-25fd-4871-b6eb-3ab35fc9c955,221,57ee3cc6-2792-488a-b50b-a37b75a69327,MUNSON J R 424 17.2050 acres,NULL,NULL,NULL,NULL,17.2050,NULL,NULL
5e7c80de-2e04-4d40-bafc-8484979a2ff6,221,57efb8ae-e654-4afc-a487-8e12427bb584,583.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL
783f668c-f4e0-45e8-badc-28e072b0d647,221,57f1ddc2-7af1-43a9-a489-83306df11ac9,A-304 SOUTHERN PACIFIC RAILROAD COMPANY 9 3 1.2500 acres,NULL,NULL,NULL,304,1.2500,NULL,NULL
81f0aec2-4780-4dde-a6e2-0ffc77c1030f,221,57f78982-c80a-4aef-a5db-9af45055a903,ALAMEDA ADDITION SECTION 5 U 11,ALAMEDA ADDITION SECTION 5,11,U,NULL,NULL,NULL,NULL
27a15285-b951-4f5b-9b3f-5e87ae243086,221,57fc9e05-eadd-4568-9246-61753bf63d56,NEWHOUSE FARMS SECTION 1 B 8 VAUGHN J 54 16.2880 acres,NEWHOUSE FARMS SECTION 1,8,B,NULL,16.2880,NULL,NULL
2c2735cc-24f8-44cc-b9f4-5b260acf1924,221,58051304-10ff-4080-ba3a-3dc53c486146,ODELL SUBDIVISION A 1,ODELL SUBDIVISION,1,A,NULL,NULL,NULL,NULL
3ba341bf-a819-4053-85c3-f86a8ad95e82,221,58074389-053e-4622-8190-ef9a98fc67a9,HERITAGE PARKS ADDITION SECTION 11 Q 4,HERITAGE PARKS ADDITION SECTION 11,4,Q,NULL,NULL,NULL,NULL
d166cacf-2075-4d35-b6a9-5f6760a71bbd,221,580a32db-0cfe-4f75-931a-5bc0f7240202,119.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a386bd92-059b-4afe-be43-c5ec1c824712,221,58165dad-f584-4e18-abc0-c2185629332c,SOUTH LYTLE ADDITION SECTION 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8438146e-6154-4ff4-af63-dddb8a39aa2c,221,581ffcec-7463-47a3-9f9c-3a222cf83782,ALLEN RIDGE SUBDIVISION SECTION 1 A 201,ALLEN RIDGE SUBDIVISION SECTION 1,201,A,NULL,NULL,NULL,NULL
8435c085-140a-4517-bd76-e7786d2dd768,221,582ede5a-2f73-40d1-bc77-ce042fa24270,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bec9a99f-7cfa-4f45-8e3c-039a3064cfd2,221,5830e1ac-b2cf-44d5-ad31-11b71149cf1e,358.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3925784d-0d3c-4139-89e7-68fba6cebf80,221,5831531f-14c5-4dd0-a362-fd4d624f6777,A-769 JOHNSON L L 21 S2NE 76.3680 acres,NULL,NULL,NULL,769,76.3680,S2NE,NULL
18fb8a61-8dc5-437b-b5ba-e43c5305ed60,221,58316d88-05d2-43f7-808c-535502a73888,A-365 TEXAS AND PACIFIC RAILWAY COMPANY 21 18 90.0000 acres,NULL,NULL,NULL,365,90.0000,NULL,NULL
feb139ad-2919-4b89-8bc1-d627baa280fa,221,58326ce9-b1b5-45fb-a76b-a8e127fe9d88,TEXAS AND PACIFIC RAILWAY COMPANY 37 NE 15.4200 acres,NULL,NULL,NULL,NULL,15.4200,NE,NULL
a1524f0c-279f-4ca7-b136-5bcaaa8c3a2d,221,58333415-d7af-423d-95c2-93a130c88bb7,2.6600 acres,NULL,NULL,NULL,NULL,2.6600,NULL,NULL
f9d70413-2c00-4c15-a01d-0c728f57f1a6,221,58346721-ce19-452c-98db-c17d1e2b33ae,432.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL
f6a76bf4-b896-46a6-b3f0-5a0310cbdb80,221,583476e3-9e80-4654-8ebf-af1a674f0d40,BROOK HOLLOW ADDITION SECTION 1 2 11,BROOK HOLLOW ADDITION SECTION 1,11,2,NULL,NULL,NULL,NULL
7eb821d8-ba06-4656-87d2-400e103d0b11,221,583e3a27-e15a-4711-81f9-1f1a4a82f540,WARD H 90,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82bc03c7-224a-446a-a2d9-5b86ce186199,221,58409b86-a8ec-47b5-b5e0-1837b4b40322,MORNING SIDE ADDITION EXTENSION OF C 7 0.0023 acres,MORNING SIDE ADDITION EXTENSION OF,7,C,NULL,0.0023,NULL,NULL
f26999d9-173d-4a24-b3d8-2235fe904969,221,5843535c-aa60-432b-ace9-b9d8d6a5b3ab,137.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL
af104989-dd8d-4102-bdb0-e53ccb3e7fff,221,5849e4b6-8d30-4196-b35a-fb2be455f92e,CRESCENT HEIGHTS ADDITION F 3,CRESCENT HEIGHTS ADDITION,3,F,NULL,NULL,NULL,NULL
810549af-7c14-47f6-9c32-df6ba7c764ed,221,5855c2be-9bcf-4c79-9499-6ee5e699bb5d,CIMARRON MEADOWS ADDITION SECTION 1 D 6,CIMARRON MEADOWS ADDITION SECTION 1,6,D,NULL,NULL,NULL,NULL
ca618ecf-a9fd-4519-bea5-11424d93c7c2,221,58595722-d190-4a04-b5c3-d6eb55224131,GABO J 128 0.2600 acres,NULL,NULL,NULL,NULL,0.2600,NULL,NULL
6fb6a59e-4549-4976-a429-c9a1cea3a48d,221,586fbc78-45b4-486b-8f15-73714af2d611,VAUGHN W E 107 10.7000 acres,NULL,NULL,NULL,NULL,10.7000,NULL,NULL
9d5ee0d2-9d50-4f07-b7a1-72f750f5ef5e,221,57c98fda-51de-4689-ada5-6050d1631373,TEXAS AND PACIFIC RAILWAY COMPANY 22 16 10.0100 acres,NULL,NULL,NULL,NULL,10.0100,NULL,NULL
8a676d74-9d52-45d4-8839-a0ab21b58da4,221,57d58d38-b527-40bd-9112-37b9dd3d36e1,DAY H S 4 11.9670 acres,NULL,NULL,NULL,NULL,11.9670,NULL,NULL
df2714d1-7ec4-44ec-aa6d-4a6cef69e6ff,221,57dea125-040b-4686-94c3-662b94407dba,W A SHEPPARDS SUBDIVISION A 10,W A SHEPPARDS SUBDIVISION,10,A,NULL,NULL,NULL,NULL
56eb92b9-5b5d-4c7a-b586-cf2daf8de23a,221,57e2f736-f783-45dc-93eb-72fa1c6993ff,GEORGE W JALONICKS SECOND ADDITION A 101,GEORGE W JALONICKS SECOND ADDITION,101,A,NULL,NULL,NULL,NULL
a41f0e98-965b-439c-8de4-28f697b2e7f3,221,57eaa1c9-160e-4c43-bf3b-fca093c22efb,JARRELL PLACE A 13,JARRELL PLACE,13,A,NULL,NULL,NULL,NULL
8d2d5384-b88e-4eb1-a26b-4c4513c4cc56,221,57fd3a89-c1ee-4876-9eff-987adfc1a0bf,LT8-12 BK 2 PATTERSON,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62aae09f-232a-4772-b640-6ee323f3eea3,221,57fe5ef3-f996-458d-b0f2-cda3f661061f,54.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2ffd8046-f003-452a-a0a8-2d14f0d7a892,221,580752c1-2153-4cd5-8e4c-6c13049a1c90,PERRY ADDITION 116 1.9420 acres,PERRY ADDITION,116,NULL,NULL,1.9420,NULL,NULL
1d08e192-5b96-4846-9e3d-12a99e9d4a0e,221,5814d41b-b84f-492d-98f1-a1827ec5d261,GRIMES COUNTY SCHOOL LAND 147 10.0100 acres,NULL,NULL,NULL,NULL,10.0100,NULL,NULL
1a33bc55-2f66-422b-b572-b19fa72a5ae5,221,581637ac-dcb7-49a8-b57b-41a589a0f492,PARK PLAZA SECTION 1 G 19,PARK PLAZA SECTION 1,19,G,NULL,NULL,NULL,NULL
6e6cd9e3-7e95-4e4b-a540-bcdec59b2554,221,58199910-a03d-4ed5-a4bc-4da562ad7d81,TUSCOLA TRAILS SUBDIVISION SECTION 1 C 4 0.5100 acres,TUSCOLA TRAILS SUBDIVISION SECTION 1,4,C,NULL,0.5100,NULL,NULL
7fed0bc2-711b-41cb-a79a-40433825756a,221,581de057-53aa-48b6-8efe-8b0c95ce22ff,A-319 TALBOT M 103 31.2040 acres,NULL,NULL,NULL,319,31.2040,NULL,NULL
3eca43e5-d510-4c29-a64d-d6dceb9fee30,221,581e1e78-de84-469c-b7ea-5839b86ccba5,A-1366 GARNER T C,NULL,NULL,NULL,1366,NULL,NULL,NULL
a9644ae2-7f01-4c1a-af39-38b09c239d5a,221,581e2e81-bf7b-4b76-8ac2-aecea620c267,A-294 SOUTHERN PACIFIC RAILROAD COMPANY 41 1 0.9900 acres,NULL,NULL,NULL,294,0.9900,NULL,NULL
f5114baa-5a0a-4cc1-bd11-57ffca122301,221,58233de8-2bc7-454d-9cf5-39ba3f40aa1e,SCOTT HIGHWAY ADDITION 16 11 S2,SCOTT HIGHWAY ADDITION,11,16,NULL,NULL,S2,NULL
212b8022-1b63-44eb-9088-1c1d0f85a1bd,221,582ac174-9bed-49e7-92f2-e99886c033ab,WESTDALE VILLAGE ADDITION B 10,WESTDALE VILLAGE ADDITION,10,B,NULL,NULL,NULL,NULL
2665deb0-83b7-4f3c-bb38-a78a5a639df9,221,582c8756-2071-4df7-aa53-092372e9c9a0,VOL 655 PAGE 177,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03d75ebf-5644-4333-a257-2abef994efd6,221,582c8eca-c8dc-49bb-ad71-2cd7de4dc47a,308.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bbafca52-2235-45e8-9d11-3935c464a62a,221,582d0824-0de7-4364-929f-419e9037c7c2,UNIVERSITY HILLS ADDITION SECTION 2 J 8,UNIVERSITY HILLS ADDITION SECTION 2,8,J,NULL,NULL,NULL,NULL
039b81b0-3e2d-447b-81b9-07e3710030a0,221,582f5088-62d4-44e4-b8fd-4f17742ac6d5,VOL 827 PAGE 169,NULL,NULL,NULL,NULL,NULL,NULL,NULL
eaea5222-cc6c-4a02-aee3-efd7561f30d6,221,582f6860-87b5-4570-9d9d-85ecc7468d2e,W A COZARTS SUBDIVISION 7 E3/4 452.5170 acres,W A COZARTS SUBDIVISION,7,NULL,NULL,452.5170,E3/4,NULL
85eede3e-f0ca-4bc9-987d-7a174a0212af,221,5834a7e0-c220-4636-a83e-c9a2f6a6947c,2400.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a4272e1d-1fd6-498f-a838-cad1fc8e67fb,221,584bfdc5-7659-40ae-98ed-016518cc0595,16.30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0a8f893d-e0ae-463b-8e8d-5a736ad5eed6,221,584d186e-0e3a-4571-a13e-a29e6f290613,STEVENSON PARK ADDITION CONTINUATION OF 8 9,STEVENSON PARK ADDITION CONTINUATION OF,9,8,NULL,NULL,NULL,NULL
f04c7a96-91bb-4aea-9687-6b346dd2e100,221,58505448-1c42-4f06-bb48-61c40fc19c2a,A-1556 MUD CREEK IRRIGATION AGRICULTURAL AND MANUFACTURING COMPANY 1 1.0100 acres,NULL,NULL,NULL,1556,1.0100,NULL,NULL
097ee5d0-89d8-4f64-9ebe-00ef349ad50b,221,58523db4-f5aa-4d2e-8e89-05fb25cabd33,634.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b6e15c0d-6e5c-4fe6-8468-547faeaf23ac,221,5856f4be-22dc-4c5f-b47f-f33908687deb,673.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL
f7904ce1-7493-43b8-a610-f76f9ff59042,221,585b1a11-9f65-4df4-b9ca-eaa6595834b0,TEXAS AND PACIFIC RAILWAY COMPANY 32 17 3.0830 acres,NULL,NULL,NULL,NULL,3.0830,NULL,NULL
dc383bdd-53e5-45ef-973a-33bdfba6b0e6,221,585c7574-cf72-460a-af29-bb903b8ab41c,950.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a265f62a-cd1a-4b03-8c7c-1cab8665d110,221,5864464f-53c1-499d-a7d9-5310be11f263,CIMARRON MEADOWS ADDITION SECTION 1 D 14 21.7070 acres,CIMARRON MEADOWS ADDITION SECTION 1,14,D,NULL,21.7070,NULL,NULL
6258aba2-a7be-4dc2-8097-073945cda6e6,221,5864917c-0b29-4ff6-aa13-b7528d676ebf,LAKESIDE ADDITION 30 109,LAKESIDE ADDITION,109,30,NULL,NULL,NULL,NULL
d75c8f52-b022-4850-86de-94385d064950,221,586e07b3-39ce-4ce8-a25b-3ea17ef9b33d,S J STODARD JOHNSON SUBDIVISION S 1,S J STODARD JOHNSON SUBDIVISION,1,S,NULL,NULL,NULL,NULL
a7efb1c9-8c74-47dc-8d53-240cf6c61926,221,586f5384-319f-40f6-8118-e973ff8a0bb0,HARVEST ADDITION SECTION 1 A 38 31.2040 acres,HARVEST ADDITION SECTION 1,38,A,NULL,31.2040,NULL,NULL
cf347a8d-0470-4eb0-91fc-1eaa4622036c,221,5875ced0-8ed1-4976-b40d-2fb56a25a73d,NW/4 SEC 44 BAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a4adff75-9528-4eb9-b813-78651b6a1bf7,221,587fd8ed-fc7e-4f9c-b812-aeff8f539a0d,WESTWOOD PLAZA ADDITION 1 1 0.0350 acres,WESTWOOD PLAZA ADDITION,1,1,NULL,0.0350,NULL,NULL
5bd5c453-267c-426d-9024-ac518d0d5be9,221,58803fd7-f88e-4f43-84ac-942eff798a18,COLLEGE HEIGHTS ADDITION 20 1,COLLEGE HEIGHTS ADDITION,1,20,NULL,NULL,NULL,NULL
979d97d7-2b3a-4cb3-aadc-387f6e0cdb6e,221,588dc8b1-58c1-4755-8c56-02344f9ab05e,ALAMEDA ADDITION SECTION 1 F 19,ALAMEDA ADDITION SECTION 1,19,F,NULL,NULL,NULL,NULL
4ecd7964-6d18-4a0d-97c3-abed801dd964,221,58903657-0321-44f9-95a0-3c9133e0bc58,1352.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5e36da36-4e45-46c0-bde4-00e2c04aaa9a,221,589ad42b-78eb-49ff-aea4-2a82a175ad37,BISON BEND SUBDIVISION SECTION 1 B 7,BISON BEND SUBDIVISION SECTION 1,7,B,NULL,NULL,NULL,NULL
61f1c254-835a-4616-91df-2bfd7f7bc2e8,221,589c14d8-1926-4ca3-be02-84e7d3ff8c6d,J B COLLINS SUBDIVISION 3 1,J B COLLINS SUBDIVISION,1,3,NULL,NULL,NULL,NULL
f94e9e26-681c-48a9-92cf-df7513654d1d,221,589e4c97-7ba9-4bb8-9aea-7b5b3a6fa13e,SEE RECORD,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b9aaddc6-a80d-441d-9a90-16f100c76009,221,58a42674-6d71-473c-ba19-1f740371ce8f,TUSCANY TRAILS SUBDIVISION F 7,TUSCANY TRAILS SUBDIVISION,7,F,NULL,NULL,NULL,NULL
56d623e9-f6af-462d-9e76-0ee9f5da164b,221,58a8de9c-05eb-44fd-ba0c-9a451318449a,SOUTHWEST PARK ADDITION SECTION 4 27 11,SOUTHWEST PARK ADDITION SECTION 4,11,27,NULL,NULL,NULL,NULL
333b4047-e60d-4ff3-a310-5c8aa50c45a6,221,58b2293c-6dad-469d-a90c-75e9fc675596,DEER VALLEY ESTATES SECTION 1 B 3 57.8800 acres,DEER VALLEY ESTATES SECTION 1,3,B,NULL,57.8800,NULL,NULL
42a8f1a2-db59-4ca7-b14f-e861e540ba6f,221,58b34af9-afaa-4bbb-be6d-3f96545a0a53,VOL 423 PAGE 309,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4356074a-ed18-45c6-9947-d4b23dad0a8a,221,58b3b0d9-346c-4561-91bb-4e28134e62e5,217.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL
